"","gender","rural","dem_education_level","dem_has_children","age_group"
"3562","female","rural","no","no","40_65"
"3563","male","rural","high","yes","40_65"
"3564","female","rural","medium","yes","26_39"
"3565","female","rural","high","no","40_65"
"3566","female","urban","medium","yes","26_39"
"3567","female","urban","high","yes","26_39"
"3568","female","urban","medium","no","14_25"
"3569","male","urban","no","yes","40_65"
"3570","female","rural","low","yes","26_39"
"3571","male","urban","high","yes","40_65"
"3572","female","rural","low","no","14_25"
"3573","female","rural","high","no","14_25"
"3574","male","urban","no","no","26_39"
"3575","female","urban","high","no","14_25"
"3576","female","rural",NA,"yes","40_65"
"3577","female","rural","low","yes","40_65"
"3578","male","urban","high","yes","40_65"
"3579","male","rural","high","no","40_65"
"3580","female","rural","medium","yes","40_65"
"3581","female","urban","low","no","14_25"
"3582","female","urban","low","no","26_39"
"3583","male","urban","high","no","26_39"
"3584","female","urban","low","yes","40_65"
"3585","female","rural","medium","yes","26_39"
"3586","female","urban","medium","yes","40_65"
"3587","male","urban",NA,"no","14_25"
"3588","female","rural","low","yes","40_65"
"3589","male","urban","medium","yes","26_39"
"3590","male","urban","high","no","14_25"
"3591","male","rural","medium","no","26_39"
"3592","male","urban","high","yes","40_65"
"3593","female","rural","medium","yes","40_65"
"3594","female","urban",NA,"yes","40_65"
"3595","female","urban","medium","yes","26_39"
"3596","male","rural","medium","yes","26_39"
"3597","male","urban","high","no","40_65"
"3598","male","urban","medium","no","40_65"
"3599","female","rural","high","no","26_39"
"3600","female","rural","high","yes","40_65"
"3601","female","rural","high","no","26_39"
"3602","female","rural","medium","no","26_39"
"3603","male","urban","high","no","40_65"
"3604","female","rural","low","yes","26_39"
"3605","female","urban","high","yes","40_65"
"3606","male","urban",NA,"yes","14_25"
"3607","female","rural","high","yes","26_39"
"3608","female","rural","low","yes","40_65"
"3609","male","urban","medium","yes","26_39"
"3610","female","urban","high","no","40_65"
"3611","female","rural","medium","yes","14_25"
"3612","female","urban","low","no","40_65"
"3613","male","urban","medium","no","14_25"
"3614","female","urban","high","yes","40_65"
"3615","female","rural","high","yes","26_39"
"3616","female","rural","medium","no","40_65"
"3617","female","urban","low","no","14_25"
"3618","male","urban","medium","yes","26_39"
"3619","female","urban","medium","no","40_65"
"3620","female","urban","medium","no","14_25"
"3621","male","urban","high","yes","40_65"
"3622","male","urban","low","no","14_25"
"3623","female","urban",NA,"yes","40_65"
"3624","male","rural","high","yes","40_65"
"3625","male","urban","medium","no","14_25"
"3626","female","rural","medium","yes","40_65"
"3627","female","rural","low","yes","40_65"
"3628","male","urban","high","no","40_65"
"3629","male","urban","medium","yes","26_39"
"3630","male","rural","high","yes","40_65"
"3631","male","rural","low","yes","40_65"
"3632","female","urban","medium","no","14_25"
"3633","female","rural","high","yes","40_65"
"3634","female","rural","medium","yes","26_39"
"3635","female","urban","high","no","26_39"
"3636","female","rural","medium","yes","40_65"
"3637","female","rural","medium","no","14_25"
"3638","male","urban","medium","no","26_39"
"3639","male","urban","low","no","14_25"
"3640","female","urban","medium","no","14_25"
"3641","male","rural","medium","no","14_25"
"3642","female","rural","low","yes","40_65"
"3643","female","urban","high","no","14_25"
"3644","male","rural","high","no","40_65"
"3645","male","urban","medium","no","40_65"
"3646","male","urban","medium","no","40_65"
"3647","male","urban","high","yes","40_65"
"3648","male","urban","high","yes","40_65"
"3649","female","rural","high","yes","40_65"
"3650","female","urban","high","no","26_39"
"3651","female","rural","medium","yes","40_65"
"3652","female","urban","low","yes","40_65"
"3653","male","rural","high","yes","26_39"
"3654","female","urban","high","yes","26_39"
"3655","female","rural","medium","yes","26_39"
"3656","female","urban","low","no","14_25"
"3657","male","urban","no","yes","40_65"
"3658","male","rural","high","yes","40_65"
"3659","male","urban","medium","yes","26_39"
"3660","female","rural","high","yes","26_39"
"3661","male","urban","high","yes","40_65"
"3662","female","rural",NA,"yes","40_65"
"3663","female","rural","high","yes","40_65"
"3664","female","urban","low","yes","26_39"
"3665","female","urban","high","no","26_39"
"3666","male","urban","medium","no","14_25"
"3667","male","urban","low","no","14_25"
"3668","male","urban","high","yes","40_65"
"3669","female","rural","medium","yes","40_65"
"3670","female","urban","high","no","14_25"
"3671","male","urban","high","no","14_25"
"3672","male","urban","high","yes","40_65"
"3673","female","urban","no","yes","40_65"
"3674","female","urban","no","yes","40_65"
"3675","male","rural","high","yes","40_65"
"3676","male","urban","medium","yes","40_65"
"3677","male","urban","medium","no","14_25"
"3678","female","urban","high","yes","40_65"
"3679","male","urban","high","no","40_65"
"3680","male","urban","low","no","26_39"
"3681","female","urban","low","no","14_25"
"3682","male","urban","high","no","14_25"
"3683","female","urban","low","yes","40_65"
"3684","male","urban","medium","no","26_39"
"3685","female","urban","low","yes","40_65"
"3686","female","urban","medium","yes","40_65"
"3687","female","urban",NA,"no","40_65"
"3688","male","urban","medium","no","14_25"
"3689","female","rural","high","yes","40_65"
"3690","male","urban","low","yes","40_65"
"3691","female","urban","high","no","26_39"
"3692","male","urban","low","yes","40_65"
"3693","female","urban","medium","yes","40_65"
"3694","male","rural","medium","no","26_39"
"3695","male","urban","high","yes","40_65"
"3696","male","urban","medium","yes","40_65"
"3697","female","rural","high","yes","40_65"
"3698","male","urban","medium","yes","40_65"
"3699","male","rural","medium","yes","26_39"
"3700","male","urban","high","no","40_65"
"3701","female","rural","medium","no","14_25"
"3702","female","urban","high","yes","26_39"
"3703","female","urban","medium","yes","40_65"
"3704","female","urban","high","yes","40_65"
"3705","male","urban","high","yes","26_39"
"3706","female","urban","high","no","14_25"
"3707","male","urban","medium","no","40_65"
"3708","female","urban",NA,"yes","26_39"
"3709","male","urban","high","no","14_25"
"3710","female","urban",NA,"yes","40_65"
"3711","male","rural","low","yes","40_65"
"3712","female","rural","medium","yes","40_65"
"3713","male","urban","medium","yes","40_65"
"3714","male","urban","medium","yes","40_65"
"3715","male","urban","high","yes","26_39"
"3716","male","urban","medium","yes","14_25"
"3717","female","urban","medium","yes","26_39"
"3718","male","urban","high","no","40_65"
"3719","male","urban","low","no","14_25"
"3720","male","urban","medium","yes","26_39"
"3721","male","urban","low","no","14_25"
"3722","male","rural","medium","no","40_65"
"3723","male","rural","high","no","26_39"
"3724","female","urban","medium","yes","14_25"
"3725","male","rural","low","yes","26_39"
"3726","male","rural","medium","yes","40_65"
"3727","male","rural","medium","no","40_65"
"3728","female","rural","medium","no","14_25"
"3729","female","rural","medium","no","14_25"
"3730","female","rural","high","no","40_65"
"3731","male","urban","low","no","14_25"
"3732","male","rural","high","yes","40_65"
"3733","female","urban","no","no","40_65"
"3734","female","urban","low","yes","40_65"
"3735","female","rural","medium","yes","40_65"
"3736","male","rural","low","no","40_65"
"3737","female","urban","high","yes","40_65"
"3738","female","urban","high","yes","26_39"
"3739","male","rural","low","yes","40_65"
"3740","female","rural","medium","yes","26_39"
"3741","male","urban","high","yes","40_65"
"3742","female","rural","medium","yes","40_65"
"3743","male","urban","high","yes","26_39"
"3744","male","urban","low","yes","40_65"
"3745","male","rural","high","yes","40_65"
"3746","male","rural","high","no","26_39"
"3747","female","urban","low","yes","26_39"
"3748","female","urban","no","no","26_39"
"3749","male","urban","high","yes","40_65"
"3750","male","rural","high","yes","40_65"
"3751","male","urban","high","no","14_25"
"3752","female","urban","low","no","26_39"
"3753","female","urban","no","yes","40_65"
"3754","male","rural","medium","no","40_65"
"3755","male","rural","high","yes","40_65"
"3756","male","urban","high","yes","40_65"
"3757","male","urban","low","yes","40_65"
"3758","male","rural",NA,"yes","40_65"
"3759","male","urban","medium","no","26_39"
"3760","male","urban","medium","yes","14_25"
"3761","male","rural","high","yes","40_65"
"3762","female","rural","high","no","14_25"
"3763","male","urban","medium","yes","40_65"
"3764","male","rural","medium","no","40_65"
"3765","female","urban","high","no","14_25"
"3766","male","urban","no","no","26_39"
"3767","male","urban","medium","yes","40_65"
"3768","female","urban","high","yes","40_65"
"3769","male","urban","medium","yes","40_65"
"3770","male","urban","high","no","14_25"
"3771","male","urban","medium","yes","40_65"
"3772","male","urban","medium","yes","40_65"
"3773","male","rural","medium","yes","40_65"
"3774","male","urban",NA,"yes","26_39"
"3775","female","urban","low","no","40_65"
"3776","male","urban","high","no","26_39"
"3777","male","rural","medium","yes","40_65"
"3778","female","rural","high","yes","26_39"
"3779","male","urban","low","yes","40_65"
"3780","female","rural","high","yes","26_39"
"3781","female","urban",NA,"yes","40_65"
"3782","female","urban","high","no","40_65"
"3783","male","urban","low","yes","40_65"
"3784","female","urban","medium","yes","26_39"
"3785","male","urban","high","no","14_25"
"3786","female","rural","medium","no","26_39"
"3787","male","urban","high","no","14_25"
"3788","female","urban","low","yes","40_65"
"3789","female","urban","low","no","14_25"
"3790","male","rural","medium","no","40_65"
"3791","male","urban","high","yes","40_65"
"3792","male","rural","medium","yes","40_65"
"3793","female","rural","no","yes","40_65"
"3794","male","rural","low","no","26_39"
"3795","female","urban","medium","no","40_65"
"3796","male","urban","medium","yes","26_39"
"3797","male","urban","high","yes","26_39"
"3798","male","urban","low","no","40_65"
"3799","female","rural","low","yes","14_25"
"3800","female","urban","high","no","26_39"
"3801","female","urban",NA,"yes","40_65"
"3802","male","urban","no","no","40_65"
"3803","male","urban",NA,"no","14_25"
"3804","female","urban","high","no","40_65"
"3805","female","urban","high","yes","40_65"
"3806","female","rural","low","yes","40_65"
"3807","male","urban","medium","yes","40_65"
"3808","female","urban","medium","yes","40_65"
"3809","male","urban",NA,"no","14_25"
"3810","male","urban","medium","yes","40_65"
"3811","female","rural","high","yes","40_65"
"3812","female","rural","medium","no","14_25"
"3813","male","rural","low","no","40_65"
"3814","male","urban","medium","no","40_65"
"3815","male","rural","medium","yes","26_39"
"3816","female","urban","high","no","40_65"
"3817","male","urban","medium","yes","40_65"
"3818","male","urban","high","yes","40_65"
"3819","female","rural","medium","yes","40_65"
"3820","male","urban",NA,"yes","40_65"
"3821","female","rural","medium","yes","40_65"
"3822","male","urban","medium","no","14_25"
"3823","male","urban","medium","yes","26_39"
"3824","female","urban","high","no","26_39"
"3825","male","urban","high","yes","26_39"
"3826","female","urban","medium","no","14_25"
"3827","male","rural","no","yes","26_39"
"3828","male","urban",NA,"no","26_39"
"3829","male","urban","no","no","40_65"
"3830","female","urban","low","yes","40_65"
"3831","female","urban","high","yes","26_39"
"3832","male","urban","high","yes","26_39"
"3833","female","urban","high","no","26_39"
"3834","female","rural","low","yes","40_65"
"3835","female","urban","low","yes","40_65"
"3836","female","urban","high","no","40_65"
"3837","male","urban","high","yes","40_65"
"3838","female","urban","high","yes","40_65"
"3839","male","urban","medium","no","26_39"
"3840","male","rural","medium","no","40_65"
"3841","female","urban","high","yes","40_65"
"3842","female","urban","medium","no","14_25"
"3843","female","rural","low","no","40_65"
"3844","female","urban","medium","yes","40_65"
"3845","female","urban","medium","yes","40_65"
"3846","female","urban","medium","no","14_25"
"3847","female","urban","high","yes","40_65"
"3848","female","urban","no","yes","26_39"
"3849","male","urban","high","yes","40_65"
"3850","male","urban","no","yes","40_65"
"3851","male","rural","medium","no","14_25"
"3852","female","urban","medium","yes","40_65"
"3853","male","rural","high","no","14_25"
"3854","female","urban","low","yes","26_39"
